1.00000000E+08, -1.53904693E-01,  0.00000000E+00
1.00010001E+08, -1.53745950E-01,  0.00000000E+00
1.00020002E+08, -1.54078300E-01,  0.00000000E+00
1.00030003E+08, -1.53631365E-01,  0.00000000E+00
1.00040004E+08, -1.54959884E-01,  0.00000000E+00
1.00050005E+08, -1.54227558E-01,  0.00000000E+00
1.00060006E+08, -1.53411321E-01,  0.00000000E+00
1.00070007E+08, -1.52385896E-01,  0.00000000E+00
1.00080008E+08, -1.53775431E-01,  0.00000000E+00
1.00090009E+08, -1.54003449E-01,  0.00000000E+00
1.00100010E+08, -1.53433856E-01,  0.00000000E+00
1.00110011E+08, -1.51605693E-01,  0.00000000E+00
1.00120012E+08, -1.54891002E-01,  0.00000000E+00
1.00130013E+08, -1.54414855E-01,  0.00000000E+00
1.00140014E+08, -1.55207582E-01,  0.00000000E+00
1.00150015E+08, -1.53673502E-01,  0.00000000E+00
1.00160016E+08, -1.54767153E-01,  0.00000000E+00
1.00170017E+08, -1.53146574E-01,  0.00000000E+00
1.00180018E+08, -1.52432664E-01,  0.00000000E+00
1.00190019E+08, -1.55474215E-01,  0.00000000E+00
1.00200020E+08, -1.55589875E-01,  0.00000000E+00
1.00210021E+08, -1.55050462E-01,  0.00000000E+00
1.00220022E+08, -1.52108795E-01,  0.00000000E+00
1.00230023E+08, -1.53878987E-01,  0.00000000E+00
1.00240024E+08, -1.53758768E-01,  0.00000000E+00
1.00250025E+08, -1.52799993E-01,  0.00000000E+00
1.00260026E+08, -1.55427994E-01,  0.00000000E+00
1.00270027E+08, -1.55288475E-01,  0.00000000E+00
1.00280028E+08, -1.54908926E-01,  0.00000000E+00
1.00290029E+08, -1.55003396E-01,  0.00000000E+00
1.00300030E+08, -1.54556691E-01,  0.00000000E+00
1.00310031E+08, -1.53793216E-01,  0.00000000E+00
1.00320032E+08, -1.55254627E-01,  0.00000000E+00
1.00330033E+08, -1.55999383E-01,  0.00000000E+00
1.00340034E+08, -1.53017556E-01,  0.00000000E+00
1.00350035E+08, -1.52715437E-01,  0.00000000E+00
1.00360036E+08, -1.54692089E-01,  0.00000000E+00
1.00370037E+08, -1.54608942E-01,  0.00000000E+00
1.00380038E+08, -1.55260113E-01,  0.00000000E+00
1.00390039E+08, -1.52980563E-01,  0.00000000E+00
1.00400040E+08, -1.56408631E-01,  0.00000000E+00
1.00410041E+08, -1.54156116E-01,  0.00000000E+00
1.00420042E+08, -1.54757111E-01,  0.00000000E+00
1.00430043E+08, -1.55068902E-01,  0.00000000E+00
1.00440044E+08, -1.54783347E-01,  0.00000000E+00
1.00450045E+08, -1.54395315E-01,  0.00000000E+00
1.00460046E+08, -1.55617846E-01,  0.00000000E+00
1.00470047E+08, -1.53813248E-01,  0.00000000E+00
1.00480048E+08, -1.53975418E-01,  0.00000000E+00
1.00490049E+08, -1.56099165E-01,  0.00000000E+00
1.00500050E+08, -1.54369682E-01,  0.00000000E+00
1.00510051E+08, -1.53867868E-01,  0.00000000E+00
1.00520052E+08, -1.52452590E-01,  0.00000000E+00
1.00530053E+08, -1.54014017E-01,  0.00000000E+00
1.00540054E+08, -1.55740683E-01,  0.00000000E+00
1.00550055E+08, -1.55346038E-01,  0.00000000E+00
1.00560056E+08, -1.56208590E-01,  0.00000000E+00
1.00570057E+08, -1.55540479E-01,  0.00000000E+00
1.00580058E+08, -1.54521564E-01,  0.00000000E+00
1.00590059E+08, -1.56125296E-01,  0.00000000E+00
1.00600060E+08, -1.55063972E-01,  0.00000000E+00
1.00610061E+08, -1.55237677E-01,  0.00000000E+00
1.00620062E+08, -1.54569366E-01,  0.00000000E+00
1.00630063E+08, -1.53590386E-01,  0.00000000E+00
1.00640064E+08, -1.55241044E-01,  0.00000000E+00
1.00650065E+08, -1.54498223E-01,  0.00000000E+00
1.00660066E+08, -1.53556890E-01,  0.00000000E+00
1.00670067E+08, -1.55858634E-01,  0.00000000E+00
1.00680068E+08, -1.57838738E-01,  0.00000000E+00
1.00690069E+08, -1.54814976E-01,  0.00000000E+00
1.00700070E+08, -1.56391924E-01,  0.00000000E+00
1.00710071E+08, -1.57505294E-01,  0.00000000E+00
1.00720072E+08, -1.55449184E-01,  0.00000000E+00
1.00730073E+08, -1.56467086E-01,  0.00000000E+00
1.00740074E+08, -1.54319935E-01,  0.00000000E+00
1.00750075E+08, -1.53884504E-01,  0.00000000E+00
1.00760076E+08, -1.54240995E-01,  0.00000000E+00
1.00770077E+08, -1.55884007E-01,  0.00000000E+00
1.00780078E+08, -1.54940436E-01,  0.00000000E+00
1.00790079E+08, -1.55485523E-01,  0.00000000E+00
1.00800080E+08, -1.54453953E-01,  0.00000000E+00
1.00810081E+08, -1.54598912E-01,  0.00000000E+00
1.00820082E+08, -1.54866493E-01,  0.00000000E+00
1.00830083E+08, -1.56385334E-01,  0.00000000E+00
1.00840084E+08, -1.54738974E-01,  0.00000000E+00
1.00850085E+08, -1.57176528E-01,  0.00000000E+00
1.00860086E+08, -1.57439486E-01,  0.00000000E+00
1.00870087E+08, -1.56035919E-01,  0.00000000E+00
1.00880088E+08, -1.55808987E-01,  0.00000000E+00
1.00890089E+08, -1.56631908E-01,  0.00000000E+00
1.00900090E+08, -1.57581979E-01,  0.00000000E+00
1.00910091E+08, -1.56088054E-01,  0.00000000E+00
1.00920092E+08, -1.57014918E-01,  0.00000000E+00
1.00930093E+08, -1.53515809E-01,  0.00000000E+00
1.00940094E+08, -1.59027568E-01,  0.00000000E+00
1.00950095E+08, -1.55638829E-01,  0.00000000E+00
1.00960096E+08, -1.56805356E-01,  0.00000000E+00
1.00970097E+08, -1.56475420E-01,  0.00000000E+00
1.00980098E+08, -1.54606597E-01,  0.00000000E+00
1.00990099E+08, -1.56245813E-01,  0.00000000E+00
1.01000100E+08, -1.56346621E-01,  0.00000000E+00
1.01010101E+08, -1.56270230E-01,  0.00000000E+00
1.01020102E+08, -1.56376544E-01,  0.00000000E+00
1.01030103E+08, -1.56662956E-01,  0.00000000E+00
1.01040104E+08, -1.55877580E-01,  0.00000000E+00
1.01050105E+08, -1.58005613E-01,  0.00000000E+00
1.01060106E+08, -1.58312194E-01,  0.00000000E+00
1.01070107E+08, -1.55035192E-01,  0.00000000E+00
1.01080108E+08, -1.57390761E-01,  0.00000000E+00
1.01090109E+08, -1.56661556E-01,  0.00000000E+00
1.01100110E+08, -1.56706137E-01,  0.00000000E+00
1.01110111E+08, -1.56539845E-01,  0.00000000E+00
1.01120112E+08, -1.57234909E-01,  0.00000000E+00
1.01130113E+08, -1.54639593E-01,  0.00000000E+00
1.01140114E+08, -1.57561595E-01,  0.00000000E+00
1.01150115E+08, -1.56537743E-01,  0.00000000E+00
1.01160116E+08, -1.56823712E-01,  0.00000000E+00
1.01170117E+08, -1.56764755E-01,  0.00000000E+00
